,front 0 x,front 0 y,front 0 z,front 1 x,front 1 y,front 1 z,init x,init y,init z,dist btw frts,crack len,linearity,height,phi,theta
12,133.842882122875,44.97747595198751,93.92204805345,131.3478943154,46.00862490581,95.30295629584,133.27499389648438,44.52470016479492,95.55989837646484,3.0323489077477306,4.237427729171413,1.0,1.0,15.0,270.0
13,132.41646340241667,51.303299524083336,98.58795597070002,127.90899658203125,32.45560073852539,88.14140319824219,127.90899658203125,32.45560073852539,88.14140319824219,22.015527962684526,92.34837081952563,0.20246694267638066,1.0,15.0,45.0
14,160.58674810840003,53.296256254519996,80.49651737952,166.8780059814453,64.72779846191406,78.9395980834961,166.8780059814453,64.72779846191406,78.9395980834961,13.140931495100256,19.944607399416064,0.5754031515211077,1.0,30.0,180.0
15,135.64525966876926,58.68947201366924,101.27131659247692,139.58799743652344,78.64969635009766,101.65299987792969,139.58799743652344,78.64969635009766,101.65299987792969,20.3494820277131,56.485310684454646,0.36560112344948176,1.0,45.0,250.0
16,122.37120770857142,49.249185542499994,100.2966478003357,97.51229858398438,69.77549743652344,105.38600158691406,97.51229858398438,69.77549743652344,105.38600158691406,32.63734616662582,122.25283065072539,0.27094854136398727,1.0,50.0,290.0
17,128.89239321655558,43.49876114961111,94.61435605930002,131.8097255448889,43.96504907918889,94.05376623297778,130.92300415039062,43.093299865722656,95.70220184326172,3.007077202298707,4.40389642540128,1.0,1.0,55.0,290.0
18,124.19907968222222,109.15190573511111,93.2516911508,130.92300415039062,43.093299865722656,95.70220184326172,130.92300415039062,43.093299865722656,95.70220184326172,66.44513204377508,169.38297475486323,0.3871073065176833,2.56,23.0,-10.0
19,123.81744359058332,40.80494844404166,93.88928966098332,128.3419952392578,41.92559814453125,95.62139892578125,128.3419952392578,41.92559814453125,95.62139892578125,4.972687993221498,139.37988854091822,0.2261975627308799,2.5,15.0,0.0
20,129.74729662492305,48.89238676360769,97.82123608747693,166.8780059814453,64.72779846191406,78.9395980834961,166.8780059814453,64.72779846191406,78.9395980834961,44.56417950200319,46.87328702709545,0.9714673765932491,2.5,15.0,135.0
21,127.57675827741667,45.747629162441676,96.28009821486667,127.90899658203125,32.45560073852539,88.14140319824219,127.90899658203125,32.45560073852539,88.14140319824219,15.589315523360215,192.22707130734364,0.07944832800862799,2.5,15.0,45.0
22,143.24862867299998,55.5446179376,95.0738057499,166.8780059814453,64.72779846191406,78.9395980834961,166.8780059814453,64.72779846191406,78.9395980834961,30.04980754596706,30.751422605540867,0.9811526906066088,2.5,30.0,180.0
23,132.81341732116667,52.897545296941665,99.57061087422498,141.47900390625,64.11219787597656,101.58599853515625,141.47900390625,64.11219787597656,101.58599853515625,14.315118258535774,64.29613813649237,0.17611494332100716,2.5,30.0,230.0
24,129.41981582892308,49.864741818515384,98.80442200947692,123.47599792480469,59.0,106.90399932861328,123.47599792480469,59.0,106.90399932861328,13.578846271622934,90.55468143330353,0.14844854883934674,2.5,30.0,270.0
25,96.41708037863333,22.096033088200002,66.46242551536668,141.22500610351562,70.40499877929688,102.1760025024414,141.22500610351562,70.40499877929688,102.1760025024414,74.94642056243819,194.5127039578399,0.2530680559693126,2.5,40.0,240.0
26,132.1564088488333,50.95239607250833,98.43923689555834,139.58799743652344,78.64969635009766,101.65299987792969,139.58799743652344,78.64969635009766,101.65299987792969,28.856493621202425,65.87956930757561,0.4367816406167932,2.5,45.0,250.0
27,133.29997979621055,56.09582819543684,101.2070816969895,138.8419952392578,80.11219787597656,101.72100067138672,138.8419952392578,80.11219787597656,101.72100067138672,24.65287124283027,61.163430354260896,0.4072945761225295,2.5,50.0,250.0
28,123.21898145730769,44.721802801799996,96.29481662517694,138.8419952392578,80.11219787597656,101.72100067138672,138.8419952392578,80.11219787597656,101.72100067138672,39.064076802615546,92.3704838258563,0.3895644162714201,2.5,55.0,260.0
29,97.77392590161666,85.8516746735,103.58729283283333,128.3419952392578,41.92559814453125,95.62139892578125,128.3419952392578,41.92559814453125,95.62139892578125,54.105106302437534,145.48376018095513,0.40007779361779156,2.0,15.0,0.0
30,132.7040040339091,49.87511133819091,97.31987293336364,166.8780059814453,64.72779846191406,78.9395980834961,166.8780059814453,64.72779846191406,78.9395980834961,41.548757231258975,45.03257015713032,0.9143130359077412,2.0,15.0,135.0
31,142.490616197125,55.4371496670625,95.48962542390001,166.5260009765625,65.31009674072266,80.2760009765625,166.5260009765625,65.31009674072266,80.2760009765625,30.11028352971017,30.60191295255675,0.9845466461959864,2.0,15.0,180.0
32,128.29965628722223,42.50966471451111,94.15434723223333,129.87296998644445,27.491576345411108,76.85298444107778,127.90899658203125,32.45560073852539,88.14140319824219,22.964221055577717,155.62823556428285,0.17872957968634953,2.0,15.0,45.0
33,124.92910469015384,47.89307553866923,98.5116993167077,86.72769927978516,37.74489974975586,88.84089660644531,86.72769927978516,37.74489974975586,88.84089660644531,40.692226189173425,45.469761451277854,0.9075331626388481,2.0,30.0,0.0
34,158.369855177375,58.58431704534999,85.61809041886251,166.8780059814453,64.72779846191406,78.9395980834961,166.8780059814453,64.72779846191406,78.9395980834961,12.43918220358631,17.24936490419524,0.7115782070813479,2.0,30.0,135.0
35,127.7099561362381,54.60161662231905,102.56105574580954,124.21800231933594,60.51350021362305,106.94999694824219,124.21800231933594,60.51350021362305,106.94999694824219,8.149043743588447,89.30498868766149,0.09055538423677982,2.0,30.0,270.0
36,120.33493441124999,105.29142369608331,95.54469136406668,130.92300415039062,43.093299865722656,95.70220184326172,130.92300415039062,43.093299865722656,95.70220184326172,63.09309501339145,162.45148183412704,0.4057153160696496,2.0,30.0,90.0
37,119.01878835827273,19.023900939109094,60.095682570945456,130.20599365234375,45.588600158691406,97.89990234375,130.20599365234375,45.588600158691406,97.89990234375,47.53941353812722,146.73175394957198,0.3443877902428625,2.0,40.0,20.0
38,133.81056959327273,56.248490262545445,101.05656192606365,141.22500610351562,70.40499877929688,102.1760025024414,141.22500610351562,70.40499877929688,102.1760025024414,16.019792425412994,134.6375012262464,0.09797916433141973,2.0,40.0,240.0
39,128.96628081636365,56.30680190956364,102.80338736463636,121.65899658203125,74.02989959716797,107.93199920654297,121.65899658203125,74.02989959716797,107.93199920654297,19.844577444496856,83.14152140105094,0.2457549177678237,2.0,45.0,260.0
40,138.07906919307692,63.24161347800769,101.38904798509999,138.8419952392578,80.11219787597656,101.72100067138672,138.8419952392578,80.11219787597656,101.72100067138672,16.891088380174466,113.82900653291095,0.1421135943974149,2.0,50.0,250.0
41,129.70341224183332,47.18270120678333,96.575321080325,119.37300109863281,76.8635025024414,107.947998046875,119.37300109863281,76.8635025024414,107.947998046875,33.42162685037035,71.61270539189483,0.4743254675792082,2.0,50.0,260.0
42,163.88686289414287,52.3729805086,59.186225953,97.51229858398438,69.77549743652344,105.38600158691406,97.51229858398438,69.77549743652344,105.38600158691406,82.72151867207242,185.15144928868975,0.4524264095601187,2.0,50.0,290.0
43,143.2528322928,28.830740561713334,70.05540203502,84.51164392376924,58.70792201285384,98.78324203023077,133.27499389648438,44.52470016479492,95.55989837646484,71.89201606062221,88.31801738019314,0.9594649144283655,3.0,0.0,0.0
44,123.96119898341668,40.681822646025,93.79672353410832,143.09443908375002,26.639445786575003,60.018767193174995,128.3419952392578,41.92559814453125,95.62139892578125,41.28219421457414,51.21990725171069,0.887331042491388,3.0,15.0,0.0
45,131.34765901925,49.118928019533335,97.31400449875001,166.8780059814453,64.72779846191406,78.9395980834961,166.8780059814453,64.72779846191406,78.9395980834961,42.93787608689947,48.389251734145965,0.8860588462694836,3.0,15.0,135.0
46,134.1371183147,45.84789192966001,94.28515097528,127.90899658203125,32.45560073852539,88.14140319824219,127.90899658203125,32.45560073852539,88.14140319824219,15.996518384102824,93.12273468020949,0.13582737450546117,3.0,15.0,45.0
47,127.4823526100833,54.30215449139168,102.51053115550002,97.46061343415,86.21965489816667,103.5094491575,123.47599792480469,59.0,106.90399932861328,43.829550448743696,47.39769307556804,0.9754362580379299,3.0,30.0,270.0
48,155.3907381902,46.49405665226001,80.3538870773,130.92300415039062,43.093299865722656,95.70220184326172,130.92300415039062,43.093299865722656,95.70220184326172,29.08274268220013,124.67818004316213,0.2129932836117161,3.0,30.0,90.0
49,149.13310158328574,89.194024739,92.90554812025714,109.49199676513672,31.17970085144043,89.26139831542969,109.49199676513672,31.17970085144043,89.26139831542969,70.35878619713507,193.06106742516866,0.42957302515261003,3.0,35.0,15.0
50,111.69778847175002,20.209614418066668,65.32740051485,164.34859946299997,67.41274815133,82.20260724852001,130.20599365234375,45.588600158691406,97.89990234375,72.69811782006995,98.68116845856129,0.8536309586349842,3.0,40.0,20.0
51,99.4442474919143,21.06753080334286,65.01310468204285,141.22500610351562,70.40499877929688,102.1760025024414,141.22500610351562,70.40499877929688,102.1760025024414,74.57143227033104,183.77445750368176,0.2881133515679758,3.0,40.0,240.0
52,131.40380665653845,58.43082541352308,102.76647040053847,139.58799743652344,78.64969635009766,101.65299987792969,139.58799743652344,78.64969635009766,101.65299987792969,21.840868510152475,58.61632403417295,0.3681284536775402,3.0,45.0,250.0
53,129.14399011361542,51.444928361276915,100.27010330730769,119.91699981689453,75.43119812011719,107.947998046875,119.91699981689453,75.43119812011719,107.947998046875,26.822165358365684,76.25301399158452,0.3628057775960289,3.0,45.0,260.0
54,138.662217019,66.69749391449167,101.62256612225,138.8419952392578,80.11219787597656,101.72100067138672,138.8419952392578,80.11219787597656,101.72100067138672,13.416269673170005,99.78966767345932,0.12931389373723606,3.0,50.0,250.0
55,112.9620268915,99.73476728861,100.04252939767,119.37300109863281,76.8635025024414,107.947998046875,119.37300109863281,76.8635025024414,107.947998046875,25.03381268938315,68.80172914451498,0.3804620037823851,3.0,50.0,260.0
56,164.01651449287502,66.72800003381249,83.60513854144999,97.51229858398438,69.77549743652344,105.38600158691406,97.51229858398438,69.77549743652344,105.38600158691406,70.04644151619078,148.99810910192002,0.43108114705957845,3.0,50.0,290.0
57,131.43685657133332,53.24663286625833,100.46672841718332,137.39199829101562,83.00509643554688,101.78800201416016,137.39199829101562,83.00509643554688,101.78800201416016,30.377222236805036,81.90643139471878,0.3584862188423393,3.0,55.0,250.0
58,164.72252722041665,53.37979235245,62.74149746023334,97.51229858398438,69.77549743652344,105.38600158691406,97.51229858398438,69.77549743652344,105.38600158691406,81.26861454938125,204.44464089717027,0.3854828833548076,3.0,55.0,290.0
